person,personLabel,birthDate,birthPlaceLabel,deathDate,genderLabel,occupationLabel,educationLabel,biography,source
http://www.wikidata.org/entity/Q3394143,Видое Подгорец,1934-06-08,Колешино,1997-04-14,машки,писател,Универзитет „Св. Кирил и Методиј“,"Видое Подгорец е писател. Роден е на 1934-06-08 во Колешино, образование: Универзитет „Св. Кирил и Методиј“. Починал на 1997-04-14.",original
http://www.wikidata.org/entity/Q3394143,Видое Подгорец,1934-06-08,Колешино,1997-04-14,машки,поет,Универзитет „Св. Кирил и Методиј“,"Видое Подгорец, роден во Колешино на 1934-06-08, е поет. Образованието го завршил на Универзитет „Св. Кирил и Методиј“. Починал на 1997-04-14.",original
http://www.wikidata.org/entity/Q3394674,Богомил Ѓузел,1939-02-09,Чачак,2021-04-22,машки,писател,Универзитет „Св. Кирил и Методиј“,Богомил Ѓузел е роден на 1939-02-09 во Чачак. По професија е писател. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2021-04-22.,original
http://www.wikidata.org/entity/Q3394674,Богомил Ѓузел,1939-02-09,Чачак,2021-04-22,машки,поет,Универзитет „Св. Кирил и Методиј“,Богомил Ѓузел е роден на 1939-02-09 во Чачак. По професија е поет. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2021-04-22.,original
http://www.wikidata.org/entity/Q3394674,Богомил Ѓузел,1939-02-09,Чачак,2021-04-22,машки,јазичар,Универзитет „Св. Кирил и Методиј“,"Роден на 1939-02-09 во Чачак, Богомил Ѓузел работи како јазичар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2021-04-22.",original
http://www.wikidata.org/entity/Q3394674,Богомил Ѓузел,1939-02-09,Чачак,2021-04-22,машки,писател,Q6054382,"Роден на 1939-02-09 во Чачак, Богомил Ѓузел работи како писател. Образованието го стекнал на Q6054382. Починал на 2021-04-22.",original
http://www.wikidata.org/entity/Q3394674,Богомил Ѓузел,1939-02-09,Чачак,2021-04-22,машки,поет,Q6054382,"Богомил Ѓузел е поет. Роден е на 1939-02-09 во Чачак, образование: Q6054382. Починал на 2021-04-22.",original
http://www.wikidata.org/entity/Q260196,Али Ахмети,1959-01-04,Зајас,,машки,политичар,Q1630703,Али Ахмети е политичар со образование од Q1630703. Роден е на 1959-01-04 во Зајас.,original
http://www.wikidata.org/entity/Q3407404,Јане Миљовски,1946-05-01,Скопје,2016-07-02,машки,економист,Универзитет „Св. Кирил и Методиј“,"Роден на 1946-05-01 во Скопје, Јане Миљовски работи како економист. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2016-07-02.",original
http://www.wikidata.org/entity/Q3407430,Никола Поповски,1962-05-24,Скопје,,машки,политичар,Универзитет „Св. Кирил и Методиј“,"Никола Поповски, роден во Скопје на 1962-05-24, е политичар. Образованието го завршил на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q639527,Јован Дамјановски,1946-01-01,Тетово,,машки,писател,Универзитет „Св. Кирил и Методиј“,"Јован Дамјановски е писател. Роден е на 1946-01-01 во Тетово, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q639527,Јован Дамјановски,1946-01-15,Тетово,,машки,писател,Универзитет „Св. Кирил и Методиј“,Јован Дамјановски е писател со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1946-01-15 во Тетово.,original
http://www.wikidata.org/entity/Q639527,Јован Дамјановски,1946-01-01,Тетово,,машки,новинар,Универзитет „Св. Кирил и Методиј“,"Јован Дамјановски е новинар. Роден е на 1946-01-01 во Тетово, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q639527,Јован Дамјановски,1946-01-15,Тетово,,машки,новинар,Универзитет „Св. Кирил и Методиј“,"Јован Дамјановски е новинар. Роден е на 1946-01-15 во Тетово, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q2660829,Стево Црвенковски,1947-03-18,Скопје,2004-02-02,машки,сценарист,Q1126523,"Стево Црвенковски, роден во Скопје на 1947-03-18, е сценарист. Образованието го завршил на Q1126523. Починал на 2004-02-02.",original
http://www.wikidata.org/entity/Q2660829,Стево Црвенковски,1947-03-18,Скопје,2004-02-04,машки,сценарист,Q1126523,"Стево Црвенковски, роден во Скопје на 1947-03-18, е сценарист. Образованието го завршил на Q1126523. Починал на 2004-02-04.",original
http://www.wikidata.org/entity/Q2660829,Стево Црвенковски,1947-03-18,Скопје,2004-02-02,машки,политичар,Q1126523,Стево Црвенковски е роден на 1947-03-18 во Скопје. По професија е политичар. Образованието го стекнал на Q1126523. Починал на 2004-02-02.,original
http://www.wikidata.org/entity/Q2660829,Стево Црвенковски,1947-03-18,Скопје,2004-02-04,машки,политичар,Q1126523,"Стево Црвенковски, роден во Скопје на 1947-03-18, е политичар. Образованието го завршил на Q1126523. Починал на 2004-02-04.",original
http://www.wikidata.org/entity/Q2660829,Стево Црвенковски,1947-03-18,Скопје,2004-02-02,машки,дипломат,Q1126523,Стево Црвенковски е роден на 1947-03-18 во Скопје. По професија е дипломат. Образованието го стекнал на Q1126523. Починал на 2004-02-02.,original
http://www.wikidata.org/entity/Q2660829,Стево Црвенковски,1947-03-18,Скопје,2004-02-04,машки,дипломат,Q1126523,Стево Црвенковски е роден на 1947-03-18 во Скопје. По професија е дипломат. Образованието го стекнал на Q1126523. Починал на 2004-02-04.,original
http://www.wikidata.org/entity/Q2660829,Стево Црвенковски,1947-03-18,Скопје,2004-02-02,машки,телевизиски режисер,Q1126523,Стево Црвенковски е телевизиски режисер со образование од Q1126523. Роден е на 1947-03-18 во Скопје. Починал на 2004-02-02.,original
http://www.wikidata.org/entity/Q2660829,Стево Црвенковски,1947-03-18,Скопје,2004-02-04,машки,телевизиски режисер,Q1126523,"Стево Црвенковски е телевизиски режисер. Роден е на 1947-03-18 во Скопје, образование: Q1126523. Починал на 2004-02-04.",original
http://www.wikidata.org/entity/Q2660829,Стево Црвенковски,1947-03-18,Скопје,2004-02-02,машки,кинорежисер,Q1126523,"Роден на 1947-03-18 во Скопје, Стево Црвенковски работи како кинорежисер. Образованието го стекнал на Q1126523. Починал на 2004-02-02.",original
http://www.wikidata.org/entity/Q2660829,Стево Црвенковски,1947-03-18,Скопје,2004-02-04,машки,кинорежисер,Q1126523,"Роден на 1947-03-18 во Скопје, Стево Црвенковски работи како кинорежисер. Образованието го стекнал на Q1126523. Починал на 2004-02-04.",original
http://www.wikidata.org/entity/Q1562753,Давид Нинов,1972-01-01,Скопје,,машки,писател,Универзитет „Аристотел“ – Солун,"Давид Нинов, роден во Скопје на 1972-01-01, е писател. Образованието го завршил на Универзитет „Аристотел“ – Солун.",original
http://www.wikidata.org/entity/Q1562753,Давид Нинов,1972-07-27,Скопје,,машки,писател,Универзитет „Аристотел“ – Солун,"Давид Нинов, роден во Скопје на 1972-07-27, е писател. Образованието го завршил на Универзитет „Аристотел“ – Солун.",original
http://www.wikidata.org/entity/Q1562753,Давид Нинов,1972-01-01,Скопје,,машки,поет,Универзитет „Аристотел“ – Солун,"Давид Нинов, роден во Скопје на 1972-01-01, е поет. Образованието го завршил на Универзитет „Аристотел“ – Солун.",original
http://www.wikidata.org/entity/Q1562753,Давид Нинов,1972-07-27,Скопје,,машки,поет,Универзитет „Аристотел“ – Солун,"Роден на 1972-07-27 во Скопје, Давид Нинов работи како поет. Образованието го стекнал на Универзитет „Аристотел“ – Солун.",original
http://www.wikidata.org/entity/Q1562753,Давид Нинов,1972-01-01,Скопје,,машки,богослов,Универзитет „Аристотел“ – Солун,Давид Нинов е роден на 1972-01-01 во Скопје. По професија е богослов. Образованието го стекнал на Универзитет „Аристотел“ – Солун.,original
http://www.wikidata.org/entity/Q1562753,Давид Нинов,1972-07-27,Скопје,,машки,богослов,Универзитет „Аристотел“ – Солун,"Давид Нинов е богослов. Роден е на 1972-07-27 во Скопје, образование: Универзитет „Аристотел“ – Солун.",original
http://www.wikidata.org/entity/Q3407297,Владо Поповски,1941-09-12,Долно Дупени,,машки,политичар,Универзитет „Св. Кирил и Методиј“,"Владо Поповски е политичар. Роден е на 1941-09-12 во Долно Дупени, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q3407297,Владо Поповски,1941-09-12,Долно Дупени,,машки,правник,Универзитет „Св. Кирил и Методиј“,"Владо Поповски е правник. Роден е на 1941-09-12 во Долно Дупени, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q3407297,Владо Поповски,1941-09-12,Долно Дупени,,машки,универзитетски професор,Универзитет „Св. Кирил и Методиј“,"Владо Поповски, роден во Долно Дупени на 1941-09-12, е универзитетски професор. Образованието го завршил на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q3407382,Трајко Славевски,1960-01-01,Охрид,,машки,политичар,Универзитет „Св. Кирил и Методиј“,"Роден на 1960-01-01 во Охрид, Трајко Славевски работи како политичар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q3407382,Трајко Славевски,1960-01-01,Охрид,,машки,економист,Универзитет „Св. Кирил и Методиј“,"Трајко Славевски, роден во Охрид на 1960-01-01, е економист. Образованието го завршил на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q2616861,Архиепископ Охридски и Македонски г.г. Стефан,1955-05-01,Добрушево,,машки,свештенослужител,Q6645619,"Архиепископ Охридски и Македонски г.г. Стефан, роден во Добрушево на 1955-05-01, е свештенослужител. Образованието го завршил на Q6645619.",original
http://www.wikidata.org/entity/Q94695,Драги Михајловски,1951-10-16,Битола,2022-02-21,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“,"Драги Михајловски, роден во Битола на 1951-10-16, е книжевен критичар. Образованието го завршил на Универзитет „Св. Кирил и Методиј“. Починал на 2022-02-21.",original
http://www.wikidata.org/entity/Q3394674,Богомил Ѓузел,1939-02-09,Чачак,2021-04-22,машки,јазичар,Q6054382,"Богомил Ѓузел, роден во Чачак на 1939-02-09, е јазичар. Образованието го завршил на Q6054382. Починал на 2021-04-22.",original
http://www.wikidata.org/entity/Q73404644,Q73404644,1952-08-26,Ресен,,машки,писател,Универзитет „Св. Кирил и Методиј“,"Q73404644, роден во Ресен на 1952-08-26, е писател. Образованието го завршил на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q73404644,Q73404644,1952-08-26,Ресен,,машки,поет,Универзитет „Св. Кирил и Методиј“,Q73404644 е поет со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1952-08-26 во Ресен.,original
http://www.wikidata.org/entity/Q73404644,Q73404644,1952-08-26,Ресен,,машки,преведувач,Универзитет „Св. Кирил и Методиј“,Q73404644 е преведувач со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1952-08-26 во Ресен.,original
http://www.wikidata.org/entity/Q73404644,Q73404644,1952-08-26,Ресен,,машки,новинар,Универзитет „Св. Кирил и Методиј“,"Роден на 1952-08-26 во Ресен, Q73404644 работи како новинар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q73407551,Глигор Стојковски,1952-08-07,Волковија (Ростушко),,машки,писател,Универзитет „Св. Кирил и Методиј“,"Глигор Стојковски е писател. Роден е на 1952-08-07 во Волковија (Ростушко), образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q73407551,Глигор Стојковски,1952-08-07,Волковија (Ростушко),,машки,поет,Универзитет „Св. Кирил и Методиј“,Глигор Стојковски е поет со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1952-08-07 во Волковија (Ростушко).,original
http://www.wikidata.org/entity/Q73407551,Глигор Стојковски,1952-08-07,Волковија (Ростушко),,машки,преведувач,Универзитет „Св. Кирил и Методиј“,"Роден на 1952-08-07 во Волковија (Ростушко), Глигор Стојковски работи како преведувач. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q73407551,Глигор Стојковски,1952-08-07,Волковија (Ростушко),,машки,новинар,Универзитет „Св. Кирил и Методиј“,"Роден на 1952-08-07 во Волковија (Ростушко), Глигор Стојковски работи како новинар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q73407551,Глигор Стојковски,1952-08-07,Волковија (Ростушко),,машки,филолог,Универзитет „Св. Кирил и Методиј“,Глигор Стојковски е филолог со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1952-08-07 во Волковија (Ростушко).,original
http://www.wikidata.org/entity/Q73407551,Глигор Стојковски,1952-08-07,Волковија (Ростушко),,машки,научно-документарен писател,Универзитет „Св. Кирил и Методиј“,"Глигор Стојковски, роден во Волковија (Ростушко) на 1952-08-07, е научно-документарен писател. Образованието го завршил на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q1449737,Игор Јанев,1964-09-29,Белград,,машки,дипломат,Белградски универзитет,"Игор Јанев, роден во Белград на 1964-09-29, е дипломат. Образованието го завршил на Белградски универзитет.",original
http://www.wikidata.org/entity/Q1449737,Игор Јанев,1964-09-29,Белград,,машки,политиколог,Белградски универзитет,Игор Јанев е роден на 1964-09-29 во Белград. По професија е политиколог. Образованието го стекнал на Белградски универзитет.,original
http://www.wikidata.org/entity/Q194042,Фејзи Бојку,1937-03-24,Велешта,,машки,писател,Универзитет „Св. Кирил и Методиј“,Фејзи Бојку е писател со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1937-03-24 во Велешта.,original
http://www.wikidata.org/entity/Q194050,Јозо Т. Бошковски-Јон,1933-01-14,Острилци,2008-04-02,машки,писател,Универзитет „Св. Кирил и Методиј“,"Јозо Т. Бошковски-Јон е писател. Роден е на 1933-01-14 во Острилци, образование: Универзитет „Св. Кирил и Методиј“. Починал на 2008-04-02.",original
http://www.wikidata.org/entity/Q194050,Јозо Т. Бошковски-Јон,1933-01-14,Острилци,2008-04-02,машки,новинар,Универзитет „Св. Кирил и Методиј“,"Јозо Т. Бошковски-Јон е новинар. Роден е на 1933-01-14 во Острилци, образование: Универзитет „Св. Кирил и Методиј“. Починал на 2008-04-02.",original
http://www.wikidata.org/entity/Q194216,Октај Ахмед,1967-11-24,Скопје,,машки,писател,Универзитет „Св. Кирил и Методиј“,Октај Ахмед е писател со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1967-11-24 во Скопје.,original
http://www.wikidata.org/entity/Q194216,Октај Ахмед,1967-11-24,Скопје,,машки,поет,Универзитет „Св. Кирил и Методиј“,Октај Ахмед е роден на 1967-11-24 во Скопје. По професија е поет. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.,original
http://www.wikidata.org/entity/Q194216,Октај Ахмед,1967-11-24,Скопје,,машки,универзитетски професор,Универзитет „Св. Кирил и Методиј“,"Октај Ахмед, роден во Скопје на 1967-11-24, е универзитетски професор. Образованието го завршил на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q4846331,Цветан Грозданов,1936-03-05,Охрид,2018-03-30,машки,политичар,Филозофски факултет - Белград,"Цветан Грозданов, роден во Охрид на 1936-03-05, е политичар. Образованието го завршил на Филозофски факултет - Белград. Починал на 2018-03-30.",original
http://www.wikidata.org/entity/Q4846331,Цветан Грозданов,1936-03-05,Охрид,2018-03-30,машки,историчар на уметноста,Филозофски факултет - Белград,"Роден на 1936-03-05 во Охрид, Цветан Грозданов работи како историчар на уметноста. Образованието го стекнал на Филозофски факултет - Белград. Починал на 2018-03-30.",original
http://www.wikidata.org/entity/Q4846331,Цветан Грозданов,1936-03-05,Охрид,2018-03-30,машки,Q26132815,Филозофски факултет - Белград,"Цветан Грозданов е Q26132815. Роден е на 1936-03-05 во Охрид, образование: Филозофски факултет - Белград. Починал на 2018-03-30.",original
http://www.wikidata.org/entity/Q126476,Јордан Плевнеш,1953-10-09,Слоештица,,машки,писател,Универзитет „Св. Кирил и Методиј“,Јордан Плевнеш е писател со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1953-10-09 во Слоештица.,original
http://www.wikidata.org/entity/Q126476,Јордан Плевнеш,1953-10-09,Слоештица,,машки,поет,Универзитет „Св. Кирил и Методиј“,Јордан Плевнеш е роден на 1953-10-09 во Слоештица. По професија е поет. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.,original
http://www.wikidata.org/entity/Q126476,Јордан Плевнеш,1953-10-09,Слоештица,,машки,политичар,Универзитет „Св. Кирил и Методиј“,"Јордан Плевнеш, роден во Слоештица на 1953-10-09, е политичар. Образованието го завршил на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126476,Јордан Плевнеш,1953-10-09,Слоештица,,машки,дипломат,Универзитет „Св. Кирил и Методиј“,"Роден на 1953-10-09 во Слоештица, Јордан Плевнеш работи како дипломат. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126478,Лилјана Дирјан,1953-01-01,Скопје,2017-12-13,женски,писател,Универзитет „Св. Кирил и Методиј“,Лилјана Дирјан е писател со образование од Универзитет „Св. Кирил и Методиј“. Родена е на 1953-01-01 во Скопје. Починала на 2017-12-13.,original
http://www.wikidata.org/entity/Q126478,Лилјана Дирјан,1953-01-01,Скопје,2017-12-13,женски,поет,Универзитет „Св. Кирил и Методиј“,"Лилјана Дирјан, родена во Скопје на 1953-01-01, е поет. Образованието го завршила на Универзитет „Св. Кирил и Методиј“. Починала на 2017-12-13.",original
http://www.wikidata.org/entity/Q126478,Лилјана Дирјан,1953-01-01,Скопје,2017-12-13,женски,новинар,Универзитет „Св. Кирил и Методиј“,"Родена на 1953-01-01 во Скопје, Лилјана Дирјан работи како новинар. Образованието го стекнала на Универзитет „Св. Кирил и Методиј“. Починала на 2017-12-13.",original
http://www.wikidata.org/entity/Q126481,Томислав Османли,1956-01-01,Битола,,машки,сценарист,Универзитет „Св. Кирил и Методиј“,"Томислав Османли е сценарист. Роден е на 1956-01-01 во Битола, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126481,Томислав Османли,1956-01-01,Битола,,машки,писател,Универзитет „Св. Кирил и Методиј“,Томислав Османли е писател со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1956-01-01 во Битола.,original
http://www.wikidata.org/entity/Q126481,Томислав Османли,1956-01-01,Битола,,машки,драматург,Универзитет „Св. Кирил и Методиј“,"Томислав Османли, роден во Битола на 1956-01-01, е драматург. Образованието го завршил на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126481,Томислав Османли,1956-01-01,Битола,,машки,преведувач,Универзитет „Св. Кирил и Методиј“,Томислав Османли е преведувач со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1956-01-01 во Битола.,original
http://www.wikidata.org/entity/Q126481,Томислав Османли,1956-01-01,Битола,,машки,новинар,Универзитет „Св. Кирил и Методиј“,"Роден на 1956-01-01 во Битола, Томислав Османли работи како новинар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126481,Томислав Османли,1956-01-01,Битола,,машки,филмски критичар,Универзитет „Св. Кирил и Методиј“,Томислав Османли е роден на 1956-01-01 во Битола. По професија е филмски критичар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.,original
http://www.wikidata.org/entity/Q126481,Томислав Османли,1956-01-01,Битола,,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“,Томислав Османли е книжевен критичар со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1956-01-01 во Битола.,original
http://www.wikidata.org/entity/Q126481,Томислав Османли,1956-01-01,Битола,,машки,театарски критичар,Универзитет „Св. Кирил и Методиј“,"Томислав Османли, роден во Битола на 1956-01-01, е театарски критичар. Образованието го завршил на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126487,Рајко Јовчевски,1937-02-23,Луково (Струшко),2001-06-19,машки,писател,Универзитет „Св. Кирил и Методиј“,Рајко Јовчевски е роден на 1937-02-23 во Луково (Струшко). По професија е писател. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2001-06-19.,original
http://www.wikidata.org/entity/Q126487,Рајко Јовчевски,1937-02-23,Луково (Струшко),2001-06-19,машки,преведувач,Универзитет „Св. Кирил и Методиј“,"Рајко Јовчевски е преведувач. Роден е на 1937-02-23 во Луково (Струшко), образование: Универзитет „Св. Кирил и Методиј“. Починал на 2001-06-19.",original
http://www.wikidata.org/entity/Q126493,Елизабета Шелева,1961-01-01,Охрид,,женски,писател,Универзитет „Св. Кирил и Методиј“,Елизабета Шелева е писател со образование од Универзитет „Св. Кирил и Методиј“. Родена е на 1961-01-01 во Охрид.,original
http://www.wikidata.org/entity/Q126493,Елизабета Шелева,1961-01-01,Охрид,,женски,универзитетски професор,Универзитет „Св. Кирил и Методиј“,"Елизабета Шелева е универзитетски професор. Родена е на 1961-01-01 во Охрид, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126493,Елизабета Шелева,1961-01-01,Охрид,,женски,книжевен критичар,Универзитет „Св. Кирил и Методиј“,Елизабета Шелева е книжевен критичар со образование од Универзитет „Св. Кирил и Методиј“. Родена е на 1961-01-01 во Охрид.,original
http://www.wikidata.org/entity/Q126498,Гоце Смилевски,1975-01-01,Скопје,,машки,писател,Карлов универзитет,"Гоце Смилевски, роден во Скопје на 1975-01-01, е писател. Образованието го завршил на Карлов универзитет.",original
http://www.wikidata.org/entity/Q126498,Гоце Смилевски,1975-01-01,Скопје,,машки,драматург,Карлов универзитет,"Гоце Смилевски е драматург. Роден е на 1975-01-01 во Скопје, образование: Карлов универзитет.",original
http://www.wikidata.org/entity/Q126498,Гоце Смилевски,1975-01-01,Скопје,,машки,писател,Универзитет „Св. Кирил и Методиј“,Гоце Смилевски е писател со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1975-01-01 во Скопје.,original
http://www.wikidata.org/entity/Q126498,Гоце Смилевски,1975-01-01,Скопје,,машки,драматург,Универзитет „Св. Кирил и Методиј“,"Роден на 1975-01-01 во Скопје, Гоце Смилевски работи како драматург. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126498,Гоце Смилевски,1975-01-01,Скопје,,машки,писател,Централноевропски универзитет,Гоце Смилевски е роден на 1975-01-01 во Скопје. По професија е писател. Образованието го стекнал на Централноевропски универзитет.,original
http://www.wikidata.org/entity/Q126498,Гоце Смилевски,1975-01-01,Скопје,,машки,драматург,Централноевропски универзитет,"Гоце Смилевски, роден во Скопје на 1975-01-01, е драматург. Образованието го завршил на Централноевропски универзитет.",original
http://www.wikidata.org/entity/Q126502,Коце Солунски,1922-03-30,Прилеп,2007-05-03,машки,писател,Универзитет „Св. Кирил и Методиј“,Коце Солунски е роден на 1922-03-30 во Прилеп. По професија е писател. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2007-05-03.,original
http://www.wikidata.org/entity/Q126510,Македонка Јанчевска,1940-05-24,Градско,,женски,писател,Универзитет „Св. Кирил и Методиј“,"Македонка Јанчевска е писател. Родена е на 1940-05-24 во Градско, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126510,Македонка Јанчевска,1940-05-24,Градско,,женски,поет,Универзитет „Св. Кирил и Методиј“,"Македонка Јанчевска, родена во Градско на 1940-05-24, е поет. Образованието го завршила на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126510,Македонка Јанчевска,1940-05-24,Градско,,женски,писател за деца,Универзитет „Св. Кирил и Методиј“,Македонка Јанчевска е писател за деца со образование од Универзитет „Св. Кирил и Методиј“. Родена е на 1940-05-24 во Градско.,original
http://www.wikidata.org/entity/Q126516,Александар Прокопиев,1953-02-24,Скопје,,машки,писател,Q3542768,Александар Прокопиев е роден на 1953-02-24 во Скопје. По професија е писател. Образованието го стекнал на Q3542768.,original
http://www.wikidata.org/entity/Q126516,Александар Прокопиев,1953-02-24,Скопје,,машки,музичар,Q3542768,Александар Прокопиев е музичар со образование од Q3542768. Роден е на 1953-02-24 во Скопје.,original
http://www.wikidata.org/entity/Q126649,Влада Урошевиќ,1934-10-17,Скопје,,машки,писател,Универзитет „Св. Кирил и Методиј“,Влада Урошевиќ е роден на 1934-10-17 во Скопје. По професија е писател. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.,original
http://www.wikidata.org/entity/Q126649,Влада Урошевиќ,1934-10-17,Скопје,,машки,поет,Универзитет „Св. Кирил и Методиј“,"Влада Урошевиќ е поет. Роден е на 1934-10-17 во Скопје, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126649,Влада Урошевиќ,1934-10-17,Скопје,,машки,преведувач,Универзитет „Св. Кирил и Методиј“,"Роден на 1934-10-17 во Скопје, Влада Урошевиќ работи како преведувач. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126649,Влада Урошевиќ,1934-10-17,Скопје,,машки,универзитетски професор,Универзитет „Св. Кирил и Методиј“,"Влада Урошевиќ, роден во Скопје на 1934-10-17, е универзитетски професор. Образованието го завршил на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126649,Влада Урошевиќ,1934-10-17,Скопје,,машки,новинар,Универзитет „Св. Кирил и Методиј“,"Влада Урошевиќ, роден во Скопје на 1934-10-17, е новинар. Образованието го завршил на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126649,Влада Урошевиќ,1934-10-17,Скопје,,машки,ликовен критичар,Универзитет „Св. Кирил и Методиј“,"Роден на 1934-10-17 во Скопје, Влада Урошевиќ работи како ликовен критичар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126649,Влада Урошевиќ,1934-10-17,Скопје,,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“,"Влада Урошевиќ е книжевен критичар. Роден е на 1934-10-17 во Скопје, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126649,Влада Урошевиќ,1934-10-17,Скопје,,машки,есеист,Универзитет „Св. Кирил и Методиј“,"Влада Урошевиќ, роден во Скопје на 1934-10-17, е есеист. Образованието го завршил на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126797,Санде Стојчевски,1948-09-16,Студена Бара,,машки,писател,Универзитет „Св. Кирил и Методиј“,"Санде Стојчевски е писател. Роден е на 1948-09-16 во Студена Бара, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126797,Санде Стојчевски,1948-09-16,Студена Бара,,машки,новинар,Универзитет „Св. Кирил и Методиј“,"Роден на 1948-09-16 во Студена Бара, Санде Стојчевски работи како новинар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q126797,Санде Стојчевски,1948-09-16,Студена Бара,,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“,"Роден на 1948-09-16 во Студена Бара, Санде Стојчевски работи како книжевен критичар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q128475,Наташа Бунтеска,1973-02-13,Скопје,,женски,новинар,Универзитет „Св. Кирил и Методиј“,"Родена на 1973-02-13 во Скопје, Наташа Бунтеска работи како новинар. Образованието го стекнала на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q128478,Блаже Миневски,1961-04-01,Гевгелија,,машки,писател,Универзитет „Св. Кирил и Методиј“,Блаже Миневски е роден на 1961-04-01 во Гевгелија. По професија е писател. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.,original
